Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-04,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-05,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-06,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-07,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-10,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-11,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-12,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-13,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-14,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-17,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-18,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-19,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-20,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-21,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-24,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-25,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-26,11.579998970031738,11.579998970031738,11.579998970031738,11.579998970031738,4.1031999588012695,0
2000-01-27,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,2750000
2000-01-28,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-01-31,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-01,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-02,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-03,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-04,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-07,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-08,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-09,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-10,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-11,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-14,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-15,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-16,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-17,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-18,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-21,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-22,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-23,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-24,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-25,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-28,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-02-29,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-01,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-02,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-03,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-06,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-07,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-08,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-09,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-10,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-13,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-14,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-15,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-16,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-17,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-20,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-21,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-22,23.489999771118164,23.489999771118164,23.489999771118164,23.489999771118164,8.323331832885742,0
2000-03-23,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,1450000
2000-03-24,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-03-27,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-03-28,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-03-29,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-03-30,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-03-31,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-03,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-04,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-05,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-06,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-07,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-10,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-11,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-12,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-13,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-14,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-17,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-18,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-19,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-20,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-21,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-24,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-25,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-26,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-27,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-04-28,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-05-01,27.94999885559082,27.94999885559082,27.94999885559082,27.94999885559082,9.903664588928223,0
2000-05-02,24.999998092651367,24.999998092651367,24.999998092651367,24.999998092651367,8.858376502990723,10000000
2000-05-03,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,20000000
2000-05-04,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-05,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-08,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-09,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-10,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-11,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-12,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-15,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-16,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-17,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-18,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-19,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-22,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-23,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-24,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-25,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-26,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-29,24.499998092651367,24.499998092651367,24.499998092651367,24.499998092651367,8.681209564208984,0
2000-05-30,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,1000000
2000-05-31,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-01,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-02,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-05,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-06,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-07,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-08,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-09,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-12,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-13,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-14,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-15,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-16,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-19,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-20,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-21,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-22,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-23,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-26,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-27,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-28,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-29,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-06-30,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-07-03,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,7.90167236328125,0
2000-07-04,27.499998092651367,27.499998092651367,27.499998092651367,27.499998092651367,9.744213104248047,10000000
2000-07-05,27.499998092651367,27.499998092651367,27.499998092651367,27.499998092651367,9.744213104248047,0
2000-07-06,27.499998092651367,27.499998092651367,27.499998092651367,27.499998092651367,9.744213104248047,0
2000-07-07,27.499998092651367,27.499998092651367,27.499998092651367,27.499998092651367,9.744213104248047,0
2000-07-10,27.499998092651367,27.499998092651367,27.499998092651367,27.499998092651367,9.744213104248047,0
2000-07-11,27.499998092651367,27.499998092651367,27.499998092651367,27.499998092651367,9.744213104248047,0
2000-07-12,27.499998092651367,27.499998092651367,27.499998092651367,27.499998092651367,9.744213104248047,0
2000-07-13,27.499998092651367,27.499998092651367,27.499998092651367,27.499998092651367,9.744213104248047,0
2000-07-14,27.499998092651367,27.499998092651367,27.499998092651367,27.499998092651367,9.744213104248047,0
2000-07-17,27.499998092651367,27.499998092651367,27.499998092651367,27.499998092651367,9.744213104248047,0
2000-07-18,27.499998092651367,27.499998092651367,27.499998092651367,27.499998092651367,9.744213104248047,0
2000-07-19,27.499998092651367,27.499998092651367,27.499998092651367,27.499998092651367,9.744213104248047,0
